;sexo;tipo_de_emprendimiento;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;idea_negocio;línea_credito
4201;femenino;comercio;manrique central no. 2;3;3;2017-08-04;7000000.0;tienda;microempresarial
4202;femenino;industria;doce de octubre no.1;1;6;2017-05-10;5000000.0;fabrica;microempresarial
4203;masculino;industria;florencia;3;5;2018-02-28;19000000.0;bares;empresarial ed
4204;femenino;comercio;la floresta;3;12;2016-03-02;4500000.0;variedades;microempresarial
4205;masculino;servicio;san jose de la cima no. ;1;3;2018-02-16;6200000.0;barberia;microempresarial
4206;femenino;servicio;robledo;2;7;2019-04-25;6000000.0;restaurante;microempresarial
4207;femenino;industria;san javier no.1;1;13;2017-05-04;7000000.0;fabrica;microempresarial
4208;femenino;comercio;granizal;2;1;2018-09-10;1500000.0;variedades;microempresarial
4210;femenino;industria;jardin botanico;1;4;2018-05-31;5000000.0;fabrica;microempresarial
4211;femenino;comercio;bombona no. 1;3;10;2016-09-30;6800000.0;panaderia;microempresarial
4212;masculino;comercio;santo domingo savio ;1;1;2018-12-05;6000000.0;tienda;microempresarial
4214;masculino;servicio;cabecera san cristobal;2;60;2019-05-22;8000000.0;taller mecanica;microempresarial
4215;femenino;comercio;antonio nariño;3;13;2018-05-04;780000.0;variedades;microempresarial
4216;femenino;industria;belalcazar;2;5;2016-11-01;6890000.0;fabrica;microempresarial
4217;femenino;agropecuaria;manrique central no. 2;1;3;2018-07-19;7812000.0;criadero animales;microempresarial
4218;femenino;comercio;robledo;2;7;2017-03-29;3000000.0;variedades;microempresarial
4219;femenino;comercio;buenos aires;1;9;2019-05-24;8200000.0;comidas rapidas;microempresarial
4220;masculino;servicio;santa cruz;3;2;2018-02-14;7800000.0;recreativo educativo;microempresarial
4221;femenino;comercio;popular;2;1;2016-01-19;5000000.0;variedades;microempresarial
4222;femenino;servicio;el salvador;3;9;2018-06-15;7000000.0;peluqueria;microempresarial
4224;femenino;comercio;san javier no.1;3;13;2017-02-22;6890000.0;variedades;microempresarial
4225;femenino;industria;loreto;2;9;2018-05-02;3000000.0;fabrica;microempresarial
4226;femenino;comercio;castilla;3;5;2019-01-30;4000000.0;papeleria;microempresarial
4227;femenino;comercio;bello horizonte;1;7;2017-02-23;4000000.0;fabrica;microempresarial
4228;femenino;comercio;aranjuez;3;4;2017-06-30;7300000.0;distribuidora;microempresarial
4229;femenino;comercio;robledo;2;7;2017-09-18;5800000.0;cerrajeria;microempresarial
4230;masculino;agropecuaria;cabecera san cristobal;2;60;2017-11-20;14000000.0;criadero animales;microempresarial
4231;masculino;industria;florencia;3;5;2017-09-13;4000000.0;fabrica;microempresarial
4232;femenino;comercio;popular;1;9;2017-08-25;3150000.0;tienda;microempresarial
4233;femenino;industria;belen;2;16;2018-08-08;7800000.0;fabrica;microempresarial
4234;femenino;comercio;manrique central no. 1;2;4;2017-11-07;7377000.0;variedades;microempresarial
4235;femenino;industria;robledo;1;7;2018-04-27;7000000.0;fabrica;microempresarial
4236;masculino;servicio;belen;3;16;2016-07-14;68900000.0;organización;microempresarial
4237;femenino;industria;aranjuez;2;4;2018-05-15;7800000.0;carpinteria;microempresarial
4239;femenino;industria;sucre;3;8;2018-07-12;5000000.0;fabrica;microempresarial
4240;femenino;comercio;campo valdes no. 1;3;4;2018-05-28;7800000.0;tienda naturista;microempresarial
4241;masculino;comercio;lopez de mesa;3;7;2018-07-24;1500000.0;tienda;microempresarial
4242;masculino;comercio;guayabal;2;15;2018-09-05;7800000.0;tienda;microempresarial
4243;femenino;comercio;boston;3;10;2017-08-15;7370000.0;almacen ropa;microempresarial
4244;masculino;servicio;guayabal;3;15;2016-10-28;2000000.0;recreativo educativo;microempresarial
4245;femenino;comercio;manrique oriental;2;3;2017-07-19;6000000.0;almacen ropa;microempresarial
4246;masculino;servicio;san pablo;2;1;2018-01-12;7800000.0;peluqueria;microempresarial
4247;masculino;servicio;lopez de mesa;3;7;2018-11-16;3000000.0;taller electronica;microempresarial
4248;femenino;servicio;cabecera san cristobal;1;60;2017-03-07;4000000.0;lavanderia;microempresarial
4249;femenino;comercio;santo domingo savio ;2;1;2017-03-07;7377000.0;fabrica helados;microempresarial
4250;femenino;comercio;santander;2;6;2018-10-30;7800000.0;comidas rapidas;microempresarial
4251;femenino;comercio;san javier no.1;3;13;2016-07-05;6000000.0;variedades;microempresarial
4252;femenino;industria;belen;3;16;2018-09-03;5500000.0;fabrica;microempresarial
4253;masculino;industria;granizal;3;1;2017-04-07;5000000.0;fabrica calzado;microempresarial
4254;femenino;comercio;la floresta;3;12;2016-10-11;6890000.0;variedades;microempresarial
4255;femenino;servicio;enciso;1;8;2016-11-28;6890000.0;fumigacion;microempresarial
4256;masculino;comercio;robledo;2;7;2017-09-20;7370000.0;fabrica muebles;microempresarial
4258;femenino;comercio;popular;2;1;2017-04-18;2000000.0;gimnasio;microempresarial
4259;femenino;industria;aures no. 2;2;7;2017-05-22;1500000.0;fabrica;microempresarial
4260;masculino;servicio;belen;2;16;2017-02-27;5000000.0;peluqueria;microempresarial
4262;masculino;comercio;san javier no.1;2;13;2016-01-20;6800000.0;comidas rapidas;microempresarial
4263;femenino;comercio;picachito;1;6;2019-03-18;8200000.0;productos belleza;microempresarial
4264;femenino;comercio;picacho;1;6;2017-03-29;6000000.0;taller mecanica;microempresarial
4265;femenino;industria;campo valdes no. 1;3;4;2016-04-11;6600000.0;fabrica;microempresarial
4266;masculino;servicio;enciso;1;8;2018-12-13;5000000.0;mantenimiento;microempresarial
4267;masculino;industria;manrique central no. 2;3;3;2017-11-03;5000000.0;fabrica;microempresarial
4268;femenino;comercio;robledo;2;7;2017-05-11;7377000.0;peluqueria;microempresarial
4269;femenino;servicio;andalucia;2;2;2017-04-20;6000000.0;variedades;microempresarial
4270;femenino;servicio;trinidad;3;15;2017-11-21;27000000.0;productos belleza;empresarial ed
4271;masculino;comercio;san javier no.1;1;13;2018-10-31;7800000.0;reciclaje;microempresarial
4272;masculino;servicio;aguas frias;1;70;2017-08-30;7.0;cafe internet;microempresarial
4273;femenino;comercio;manrique oriental;2;3;2016-10-14;6890000.0;tienda;microempresarial
4274;femenino;comercio;robledo;2;7;2017-03-28;7377000.0;variedades;microempresarial
4275;masculino;comercio;villatina;1;9;2018-05-28;7800000.0;tienda;microempresarial
4276;femenino;servicio;castilla;3;5;2018-10-25;7800000.0;criadero animales;microempresarial
4277;femenino;comercio;robledo;2;7;2018-10-11;4000000.0;variedades;microempresarial
4278;femenino;comercio;buenos aires;2;9;2016-07-07;6800000.0;ferreteria;microempresarial
4279;femenino;servicio;robledo;2;7;2017-12-19;6000000.0;peluqueria;microempresarial
4280;masculino;industria;buenos aires;2;9;2018-02-14;7000000.0;taller electronica;microempresarial
4281;femenino;comercio;santa cruz;2;2;2018-05-10;7800000.0;tienda;microempresarial
4282;femenino;industria;cabecera san cristobal;3;60;2017-08-22;7370000.0;fabrica;microempresarial
4283;femenino;industria;san javier no.1;2;13;2018-02-23;7800000.0;fabrica;microempresarial
4284;masculino;servicio;popular;1;1;2016-10-14;2000000.0;tienda;microempresarial
4285;femenino;comercio;belencito;1;13;2018-08-10;7800000.0;comidas rapidas;microempresarial
4286;masculino;comercio;enciso;2;8;2018-02-06;7800000.0;fabrica alimentos;microempresarial
4287;femenino;comercio;versalles no. 2;1;3;2018-06-20;2000000.0;tienda;microempresarial
4290;masculino;comercio;manrique central no. 1;2;4;2018-05-04;7800000.0;variedades;microempresarial
4291;femenino;servicio;bombona no. 1;3;10;2018-10-18;7000000.0;peluqueria;microempresarial
4292;masculino;comercio;san javier no.1;1;13;2017-09-22;6000000.0;comidas rapidas;microempresarial
4293;femenino;industria;barrio caicedo;2;9;2016-04-07;6700000.0;fabrica calzado;microempresarial
4294;femenino;comercio;popular;1;1;2017-05-05;7000000.0;fabrica;microempresarial
4295;femenino;servicio;doce de octubre no.1;1;6;2017-10-19;7377000.0;mantenimiento;microempresarial
4296;femenino;comercio;caribe;3;5;2019-02-27;8281000.0;almacen ropa;microempresarial
4297;masculino;comercio;manrique oriental;2;3;2017-12-05;7300000.0;variedades;microempresarial
4298;femenino;comercio;aranjuez;2;4;2018-07-09;5000000.0;peluqueria;microempresarial
4299;masculino;comercio;villa nueva;3;10;2016-09-23;689000.0;venta calzado;microempresarial
4300;masculino;comercio;campo valdes no. 1;3;4;2016-11-16;6890000.0;charcuteria;microempresarial
4301;masculino;servicio;doce de octubre no.1;2;6;2016-10-18;4500000.0;barberia;microempresarial
4302;femenino;agropecuaria;manrique oriental;2;3;2017-01-24;6000000.0;marroquineria;microempresarial
4303;femenino;comercio;manrique central no. 1;2;4;2018-08-17;6000000.0;comidas rapidas;microempresarial
4304;masculino;comercio;campo valdes no. 1;3;4;2017-02-16;7377000.0;taller electronica;microempresarial
4305;femenino;industria;santa cruz;2;2;2016-02-18;6000000.0;fabrica;microempresarial
4306;masculino;comercio;aranjuez;3;4;2016-12-14;6890000.0;variedades;microempresarial
4307;femenino;comercio;robledo;2;7;2018-05-25;6000000.0;comidas rapidas;microempresarial
4308;femenino;comercio;trinidad;2;15;2018-04-04;6000000.0;tienda helados;microempresarial
4309;femenino;comercio;altavista;2;16;2018-06-22;4000000.0;tienda;microempresarial
4310;femenino;comercio;doce de octubre no.1;2;6;2017-08-29;5000000.0;miscelanea;microempresarial
4311;femenino;industria;la milagrosa;3;9;2016-11-23;4500000.0;fabrica;microempresarial
4312;femenino;comercio;villa niza;2;2;2018-08-14;5000000.0;comidas rapidas;microempresarial
4313;femenino;comercio;doce de octubre no.1;2;6;2016-09-29;5000000.0;tienda;microempresarial
4314;femenino;comercio;manrique central no. 2;3;3;2018-06-15;1500000.0;variedades;microempresarial
4315;masculino;servicio;castilla;3;5;2016-12-02;6890000.0;variedades;microempresarial
4316;masculino;comercio;francisco antonio zea;2;5;2017-08-22;28000000.0;restaurante;empresarial ed
4317;femenino;servicio;robledo;1;7;2018-02-20;4000000.0;cafe internet;microempresarial
4318;femenino;comercio;manrique oriental;2;3;2018-10-31;5000000.0;papeleria;microempresarial
4319;masculino;comercio;santo domingo savio ;1;1;2016-07-07;6000000.0;drogueria;microempresarial
4320;femenino;industria;las palmas;3;10;2019-01-09;8200000.0;fabrica calzado;microempresarial
4321;femenino;industria;manrique oriental;3;3;2017-06-06;5000000.0;fabrica;microempresarial
4322;masculino;servicio;villa niza;2;2;2017-11-23;7300000.0;lavanderia;microempresarial
4323;masculino;comercio;belen;3;16;2017-05-15;7300000.0;comidas rapidas;microempresarial
4324;femenino;industria;buenos aires;3;9;2016-09-02;6890000.0;fabrica;microempresarial
4325;femenino;comercio;buenos aires;2;9;2017-12-11;4400000.0;tienda;microempresarial
4327;femenino;comercio;enciso;1;8;2018-05-07;1500000.0;restaurante;microempresarial
4328;femenino;agropecuaria;la pradera;1;13;2016-10-11;4000000.0;criadero animales;microempresarial
4329;masculino;servicio;belen;3;16;2018-09-10;7800000.0;mantenimiento;microempresarial
4330;masculino;servicio;toscana;3;5;2017-06-08;7377000.0;publicidad;microempresarial
4331;femenino;comercio;barrio caicedo;1;9;2018-10-25;7800000.0;restaurante;microempresarial
4332;masculino;comercio;yarumalito;2;80;2017-09-29;6000000.0;tienda;microempresarial
4333;masculino;comercio;manrique central no. 1;2;4;2018-04-27;2300000.0;variedades;microempresarial
4334;femenino;comercio;kennedy;2;8;2016-04-21;6890000.0;venta;microempresarial
4335;femenino;industria;florencia;3;5;2017-05-10;5000000.0;fabrica;microempresarial
4336;masculino;comercio;kennedy;2;6;2016-11-17;6800000.0;variedades;microempresarial
4337;masculino;servicio;enciso;2;8;2016-07-01;4500000.0;cafe internet;microempresarial
4338;femenino;comercio;robledo;2;7;2018-07-12;2300000.0;comidas rapidas;microempresarial
4339;masculino;industria;villa hermosa;3;8;2017-03-30;7377000.0;fabrica;microempresarial
4340;femenino;comercio;buenos aires;3;9;2016-10-19;5000000.0;variedades;microempresarial
4341;femenino;industria;pedregal;3;6;2018-11-20;5000000.0;fabrica;microempresarial
4342;femenino;comercio;prado;3;10;2019-04-01;5000000.0;variedades;microempresarial
4343;masculino;comercio;aranjuez;2;4;2017-03-03;4000000.0;comidas rapidas;microempresarial
4344;femenino;comercio;san javier no.1;2;13;2017-01-13;6890000.0;variedades;microempresarial
4345;masculino;comercio;cabecera san cristobal;1;60;2018-04-25;7800000.0;variedades;microempresarial
4346;masculino;comercio;villa del socorro;2;2;2018-08-14;7800000.0;variedades;microempresarial
4347;femenino;industria;villa del socorro;2;2;2018-07-24;7800000.0;fabrica;microempresarial
4348;femenino;industria;20 de julio;1;13;2018-02-13;7800000.0;fabrica;microempresarial
4349;femenino;comercio;moravia;2;4;2017-03-21;7300000.0;drogueria;microempresarial
4350;masculino;comercio;buenos aires;2;9;2018-05-03;1700000.0;tienda;microempresarial
4351;masculino;comercio;buenos aires;3;9;2016-10-28;4000000.0;ferreteria;microempresarial
4352;femenino;comercio;barrio caicedo;1;9;2017-09-11;2000000.0;tienda;microempresarial
4353;femenino;industria;el salvador;3;9;2019-01-21;4000000.0;fabrica;microempresarial
4355;masculino;servicio;pablo vi;2;2;2017-04-06;5000000.0;tienda naturista;microempresarial
4356;masculino;industria;20 de julio;1;13;2018-10-24;7800000.0;fabrica;microempresarial
4357;femenino;industria;popular;1;1;2018-10-18;7800000.0;fabrica;microempresarial
4358;femenino;servicio;santo domingo savio ;1;1;2017-08-25;7300000.0;comidas rapidas;microempresarial
4359;femenino;agropecuaria;santa elena central;2;90;2016-03-11;6500000.0;sembrados;microempresarial
4360;femenino;comercio;blanquizal;1;13;2018-07-25;3000000.0;variedades;microempresarial
4361;femenino;industria;manrique central no. 1;2;4;2016-09-28;6000000.0;fabrica;microempresarial
4362;femenino;industria;manrique central no. 1;2;4;2017-06-09;7300000.0;fabrica;microempresarial
4363;femenino;comercio;el salvador;2;9;2017-09-22;7377000.0;comidas rapidas;microempresarial
4364;femenino;industria;manrique central no. 2;1;3;2018-11-21;7000000.0;fabrica;microempresarial
4365;femenino;industria;prado;3;10;2018-02-23;3000000.0;fabrica;microempresarial
4366;masculino;comercio;santo domingo savio ;1;1;2018-04-04;1500000.0;variedades;microempresarial
4367;femenino;comercio;belen;2;16;2018-04-19;2000000.0;comidas rapidas;microempresarial
4368;femenino;comercio;altavista;2;16;2018-06-22;7500000.0;comidas rapidas;microempresarial
4369;femenino;comercio;castilla;3;5;2017-12-13;7370000.0;almacen ropa;microempresarial
4371;femenino;comercio;enciso;2;8;2018-04-17;5000000.0;variedades;microempresarial
4372;femenino;comercio;la milagrosa;2;9;2016-08-10;4000000.0;variedades;microempresarial
4373;masculino;comercio;pedregal;3;6;2018-04-12;7200000.0;fabrica helados;microempresarial
4374;masculino;industria;campo valdes no. 1;3;4;2018-05-09;7800000.0;tienda;microempresarial
4375;masculino;servicio;la pradera;3;13;2017-05-04;7300000.0;hoteles moteles;microempresarial
4376;femenino;industria;miranda;2;4;2016-04-21;6800000.0;fabrica;microempresarial
4377;masculino;comercio;manrique central no. 2;2;3;2018-05-30;7800000.0;venta calzado;microempresarial
4378;femenino;servicio;belen;3;16;2018-08-29;7800000.0;peluqueria;microempresarial
4379;masculino;servicio;buenos aires;3;9;2017-06-06;7300000.0;tienda;microempresarial
4380;femenino;comercio;manrique central no. 1;2;4;2018-09-04;3000000.0;venta calzado;microempresarial
4381;femenino;comercio;popular;2;1;2017-07-13;4000000.0;almacen ropa;microempresarial
4382;femenino;comercio;santo domingo savio ;2;1;2018-01-03;5000000.0;tienda;microempresarial
4383;masculino;agropecuaria;santa elena central;2;90;2018-05-09;7800000.0;sembrados;microempresarial
4384;femenino;comercio;manrique central no. 1;1;4;2018-02-07;6000000.0;almacen ropa;microempresarial
4385;femenino;industria;buenos aires;3;9;2018-02-20;7000000.0;fabrica;microempresarial
4386;femenino;comercio;santo domingo savio ;1;1;2017-10-17;5000000.0;mantenimiento;microempresarial
4387;femenino;industria;san javier no.1;2;13;2016-12-02;4000000.0;fabrica;microempresarial
4388;femenino;agropecuaria;cabecera san cristobal;2;60;2017-04-25;14000000.0;criadero animales;microempresarial
4389;femenino;servicio;santa cruz;2;2;2017-05-11;7000000.0;comidas rapidas;microempresarial
4390;masculino;servicio;aranjuez;2;4;2018-07-12;4500000.0;barberia;microempresarial
4391;femenino;industria;manrique oriental;2;4;2019-02-15;8200000.0;fabrica;microempresarial
4392;masculino;comercio;santa cruz;2;2;2019-03-14;6000000.0;tienda;microempresarial
4393;femenino;comercio;barrio caicedo;2;9;2018-11-13;6000000.0;variedades;microempresarial
4394;femenino;industria;calasanz;2;12;2018-10-30;6000000.0;fabrica alimentos;microempresarial
4395;femenino;industria;la floresta;3;12;2018-05-22;7000000.0;fabrica;microempresarial
4396;femenino;industria;manrique central no. 1;2;4;2018-02-16;7800000.0;fabrica;microempresarial
4397;femenino;comercio;manrique central no. 1;2;4;2018-09-24;5000000.0;tienda;microempresarial
4399;femenino;comercio;manrique central no. 1;2;4;2017-02-01;7300000.0;variedades;microempresarial
4400;femenino;comercio;manrique central no. 1;3;4;2018-04-27;1000000.0;montallantas;microempresarial
4401;femenino;comercio;manrique central no. 2;3;3;2019-05-08;8000000.0;tienda;microempresarial
4402;femenino;servicio;castilla;3;5;2018-10-25;7000000.0;peluqueria;microempresarial
4403;femenino;comercio;robledo;3;7;2016-11-15;6894000.0;fabrica;microempresarial
4405;masculino;comercio;santo domingo savio ;2;1;2017-01-25;5000000.0;mantenimiento;microempresarial
4406;femenino;comercio;castilla;3;5;2018-11-26;7800000.0;variedades;microempresarial
4407;masculino;servicio;girardot;3;5;2018-04-04;1100000.0;tienda;microempresarial
4408;femenino;comercio;calasanz;1;12;2018-10-25;2000000.0;comidas rapidas;microempresarial
4409;femenino;comercio;tricentenario;3;5;2016-06-08;6000000.0;tienda;microempresarial
4410;masculino;comercio;kennedy;2;6;2016-10-19;3000000.0;joyeria;microempresarial
4411;femenino;comercio;enciso;2;8;2018-02-13;4000000.0;variedades;microempresarial
4412;femenino;comercio;blanquizal;1;13;2019-01-24;5000000.0;tienda;microempresarial
4413;femenino;comercio;tricentenario;1;5;2018-04-26;4100000.0;variedades;microempresarial
4415;masculino;agropecuaria;cabecera san cristobal;2;60;2018-08-22;19000000.0;sembrados;agropecuaria
4416;femenino;comercio;pedregal;3;6;2018-03-08;7000000.0;variedades;microempresarial
4417;femenino;comercio;moravia;2;4;2018-11-01;3000000.0;variedades;microempresarial
4418;femenino;comercio;san javier no.1;2;13;2019-03-05;5000000.0;tienda;microempresarial
4419;femenino;servicio;playon de los ;2;2;2018-01-03;5000000.0;cafeteria;microempresarial
4420;masculino;comercio;doce de octubre no.1;2;6;2017-12-12;6000000.0;variedades;microempresarial
4421;masculino;comercio;castilla;3;5;2016-10-25;3000000.0;miscelanea;microempresarial
4422;femenino;industria;belen;1;16;2019-06-13;4000000.0;fabrica;microempresarial
4423;femenino;comercio;manrique central no. 1;3;4;2017-08-29;5000000.0;tienda;microempresarial
4424;femenino;servicio;palenque;2;7;2018-09-24;7000000.0;peluqueria;microempresarial
4425;femenino;comercio;buenos aires;3;9;2018-09-20;4600000.0;variedades;microempresarial
4426;femenino;comercio;villatina;1;8;2019-05-27;7500000.0;tienda;microempresarial
4427;masculino;agropecuaria;buenos aires;2;9;2018-04-19;7800000.0;variedades;microempresarial
4428;femenino;servicio;llanaditas;2;8;2017-09-01;4400000.0;peluqueria;microempresarial
4429;masculino;industria;santo domingo savio ;1;1;2018-05-29;7800000.0;fabrica;microempresarial
4431;masculino;comercio;buenos aires;3;9;2018-05-25;4000000.0;tienda;microempresarial
4432;femenino;comercio;buenos aires;3;9;2018-10-24;7800000.0;drogueria;microempresarial
4433;femenino;comercio;andalucia;2;2;2018-03-13;6000000.0;tienda;microempresarial
4435;femenino;industria;picacho;1;6;2017-06-12;7000000.0;fabrica;microempresarial
4436;masculino;comercio;aranjuez;1;4;2017-02-06;7370000.0;almacen ropa;microempresarial
4438;femenino;comercio;la sierra;1;8;2017-10-18;2500000.0;restaurante;microempresarial
4439;masculino;industria;barrio caicedo;2;9;2016-07-11;5500000.0;fabrica;microempresarial
4440;femenino;comercio;robledo;3;7;2018-07-18;7800000.0;tienda helados;microempresarial
4441;masculino;comercio;francisco antonio zea;3;5;2018-05-17;7000000.0;variedades;microempresarial
4442;femenino;comercio;barrio caicedo;1;9;2017-08-24;7000000.0;tienda;microempresarial
4443;femenino;comercio;robledo;2;7;2017-12-14;5000000.0;taller mecanica;microempresarial
4444;masculino;comercio;castilla;2;5;2017-04-17;7377000.0;variedades;microempresarial
4445;femenino;industria;manrique central no. 1;2;4;2018-02-06;7300000.0;fabrica;microempresarial
4446;masculino;comercio;castilla;2;5;2018-12-21;4000000.0;comidas rapidas;microempresarial
4447;femenino;industria;campo valdes no. 1;3;4;2017-06-15;7000000.0;fabrica;microempresarial
4448;femenino;comercio;campo valdes no. 2;3;3;2018-09-20;7800000.0;variedades;microempresarial
4449;masculino;comercio;buenos aires;3;9;2016-10-11;3000000.0;variedades;microempresarial
4450;femenino;comercio;pedregal;1;6;2018-07-05;4000000.0;cerrajeria;microempresarial
4451;femenino;comercio;robledo;1;7;2017-11-09;4000000.0;legumbreria;microempresarial
4452;femenino;comercio;cabecera san cristobal;3;60;2018-09-24;6000000.0;panaderia;microempresarial
4453;masculino;servicio;manrique central no. 1;2;4;2017-08-11;7000000.0;restaurante;microempresarial
4454;femenino;comercio;robledo;2;7;2018-10-29;7800000.0;comidas rapidas;microempresarial
4455;femenino;comercio;cabecera san antonio ;2;80;2019-06-10;8200000.0;tienda;microempresarial
4456;femenino;servicio;santa elena central;1;90;2019-05-31;8200000.0;peluqueria;microempresarial
4457;masculino;comercio;la floresta;3;12;2016-05-02;6890000.0;variedades;microempresarial
4458;masculino;comercio;robledo;2;7;2016-10-07;4000000.0;restaurante;microempresarial
4459;femenino;comercio;san javier no.1;2;13;2016-12-22;5000000.0;distribuidora;microempresarial
4460;femenino;comercio;castilla;3;5;2019-03-07;8200000.0;restaurante;microempresarial
4461;masculino;servicio;popular;2;1;2017-10-24;7300000.0;recreativo educativo;microempresarial
4462;femenino;comercio;manrique central no. 2;2;3;2016-11-23;6890000.0;almacen ropa;microempresarial
4464;masculino;industria;campo valdes no. 1;3;4;2017-06-27;6000000.0;taller electronica;microempresarial
4465;masculino;servicio;alfonso lopez;3;5;2019-02-27;6500000.0;tienda;microempresarial
4466;masculino;comercio;san jose de la cima no.;2;3;2018-04-04;5000000.0;comidas rapidas;microempresarial
4467;masculino;servicio;girardot;3;5;2016-05-10;6800000.0;barberia;microempresarial
4469;masculino;comercio;santa cruz;2;2;2017-09-27;7000000.0;variedades;microempresarial
4470;masculino;comercio;castilla;3;5;2017-04-28;7377000.0;restaurante;microempresarial
4471;femenino;comercio;popular;2;1;2018-09-21;800000.0;comidas rapidas;microempresarial
4472;femenino;comercio;belen;3;16;2018-07-11;5500000.0;papeleria;microempresarial
4473;femenino;comercio;manrique central no. 2;2;3;2016-11-25;6890000.0;charcuteria;microempresarial
4475;femenino;industria;manrique central no. 2;3;3;2018-05-31;7000000.0;fabrica;microempresarial
4476;femenino;comercio;la libertad;2;8;2019-05-24;8281000.0;variedades;microempresarial
4477;femenino;comercio;el vergel;3;80;2017-07-26;5000000.0;comidas rapidas;microempresarial
4478;femenino;comercio;castilla;3;5;2017-12-14;6000000.0;tienda;microempresarial
4479;masculino;comercio;barrio caicedo;3;9;2018-02-02;6500000.0;comidas rapidas;microempresarial
4480;masculino;comercio;manrique central no. 1;2;4;2017-10-11;4400000.0;comidas rapidas;microempresarial
4481;femenino;comercio;robledo;2;7;2016-11-02;6000000.0;charcuteria;microempresarial
4482;femenino;industria;robledo;2;7;2016-02-25;6500000.0;fabrica;microempresarial
4483;femenino;industria;las violetas;2;16;2017-11-07;3000000.0;fabrica;microempresarial
4484;masculino;servicio;pedregal;2;6;2017-03-24;1500000.0;organización;microempresarial
4485;femenino;servicio;aranjuez;1;4;2018-03-08;1200000.0;cafeteria;microempresarial
4486;femenino;comercio;castilla;2;5;2018-02-14;4000000.0;variedades;microempresarial
4487;masculino;comercio;belen;3;16;2017-02-03;7000000.0;variedades;microempresarial
4488;femenino;comercio;aranjuez;3;4;2017-05-19;5000000.0;fabrica;microempresarial
4489;femenino;industria;juan pablo ii;2;9;2017-01-31;3000000.0;fabrica repuestos;microempresarial
4490;femenino;comercio;prado;3;10;2017-07-12;7000000.0;tienda;microempresarial
4491;femenino;comercio;picacho;1;6;2016-11-10;6890000.0;tienda;microempresarial
4492;femenino;industria;pablo vi;2;2;2016-11-30;6890000.0;fabrica;microempresarial
4493;femenino;comercio;santander;2;6;2018-05-22;7000000.0;variedades;microempresarial
4494;masculino;industria;robledo;2;7;2018-03-01;7800000.0;fabrica alimentos;microempresarial
4495;femenino;comercio;buenos aires;1;9;2017-10-11;5000000.0;tienda;microempresarial
4496;femenino;comercio;belen;3;16;2019-03-12;7000000.0;tienda;microempresarial
4497;femenino;comercio;manrique central no. 1;3;4;2017-08-10;7300000.0;deposito;microempresarial
4498;femenino;comercio;doce de octubre no.1;2;6;2018-02-14;7800000.0;variedades;microempresarial
4499;femenino;comercio;castilla;3;5;2017-06-08;4000000.0;fabrica alimentos;microempresarial
4500;femenino;comercio;enciso;1;8;2018-06-27;7000000.0;comidas rapidas;microempresarial
4501;femenino;comercio;santa cruz;2;2;2018-02-05;7800000.0;restaurante;microempresarial
4502;masculino;comercio;calasanz;3;12;2018-11-30;7800000.0;mantenimiento;microempresarial
4503;femenino;comercio;barrio caicedo;2;9;2017-09-04;7000000.0;variedades;microempresarial
4504;femenino;industria;manrique central no. 2;2;3;2016-02-23;6000000.0;fabrica;microempresarial
4505;femenino;servicio;aranjuez;3;4;2016-04-14;2000000.0;mantenimiento;microempresarial
4506;masculino;industria;robledo;2;7;2017-07-26;3000000.0;fabrica calzado;microempresarial
4507;femenino;comercio;alfonso lopez;1;5;2017-11-30;1000000.0;comidas rapidas;microempresarial
4510;masculino;comercio;buenos aires;2;9;2018-04-12;7800000.0;tienda;microempresarial
4511;femenino;comercio;manrique central no. 1;3;4;2017-04-19;4500000.0;comidas rapidas;microempresarial
4512;femenino;comercio;santo domingo savio ;1;1;2018-05-29;7800000.0;variedades;microempresarial
4513;femenino;comercio;aranjuez;2;4;2018-08-13;4500000.0;distribuidora;microempresarial
4514;femenino;comercio;picachito;1;6;2019-06-21;8281000.0;restaurante;microempresarial
4515;femenino;servicio;robledo;1;7;2019-01-15;3000000.0;variedades;microempresarial
4516;femenino;comercio;popular;2;1;2017-02-20;3000000.0;comidas rapidas;microempresarial
4517;masculino;comercio;san javier no.1;1;13;2018-05-04;6000000.0;variedades;microempresarial
4518;femenino;comercio;la milagrosa;3;9;2016-08-22;6890000.0;variedades;microempresarial
4519;femenino;comercio;buenos aires;2;9;2019-04-26;6000000.0;variedades;microempresarial
4520;femenino;industria;aranjuez;2;4;2016-03-10;6000000.0;fabrica;microempresarial
4521;masculino;comercio;santo domingo savio ;1;1;2018-08-14;7800000.0;variedades;microempresarial
4522;femenino;servicio;la francia;2;80;2016-10-31;6890000.0;peluqueria;microempresarial
4523;femenino;comercio;buenos aires;3;9;2017-06-09;5000000.0;papeleria;microempresarial
4524;femenino;comercio;bel¿n;3;16;2016-01-14;3000000.0;fabrica;microempresarial
4525;femenino;industria;la milagrosa;3;9;2019-05-28;8200000.0;fabrica;microempresarial
4526;femenino;comercio;santa cruz;1;2;2016-08-19;4000000.0;comidas rapidas;microempresarial
4527;femenino;servicio;barrio caicedo;2;9;2017-02-23;7000000.0;peluqueria;microempresarial
4528;femenino;industria;villa hermosa;2;9;2019-01-31;8200000.0;fabrica;microempresarial
